registry_id,source_record_id,name,operator,provider_family,city,state,country,region_continent,latitude,longitude,status,website,net_count,ix_count,carrier_count,source_system,source_url,record_scope,is_us,is_illinois
PDB-199,199,AAPT Fortitude Valley,Vocus Group,Other/Unknown,Brisbane,QLD,AU,Australia,-27.459649,153.03099,ok,http://www.appt.com.au,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/199,global,0,0
PDB-201,201,AAPT Adelaide,Vocus Group,Other/Unknown,Adelaide,SAU,AU,Australia,-34.926075,138.6013,ok,http://www.aapt.com.au,1.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/201,global,0,0
PDB-203,203,Deutschherrnkarree,Treureal Property Management GmbH,Other/Unknown,Nuremberg,Bavaria,DE,Europe,49.453955,11.063356,ok,http://www.deutschherrnkarree.de/,15.0,1.0,3.0,PeeringDB,https://www.peeringdb.com/fac/203,global,0,0
PDB-206,206,"STOKAB KN5, Södermalm",AB Stokab,Other/Unknown,Stockholm,,SE,Europe,59.31535,18.045546,ok,http://www.stokab.se,18.0,0.0,4.0,PeeringDB,https://www.peeringdb.com/fac/206,global,0,0
PDB-207,207,"STOKAB KN6, Hammarby",AB Stokab,Other/Unknown,Stockholm,,SE,Europe,59.298407,18.089786,ok,http://www.stokab.se,9.0,0.0,3.0,PeeringDB,https://www.peeringdb.com/fac/207,global,0,0
PDB-208,208,Digital Realty Stockholm STO1-6,Digital Realty,Digital Realty,Stockholm,,SE,Europe,59.422226,17.916696,ok,https://www.interxion.com/,125.0,12.0,15.0,PeeringDB,https://www.peeringdb.com/fac/208,global,0,0
PDB-209,209,Level(3) Weehawken,Lumen Technologies Inc,Other/Unknown,Weehawken,NJ,US,North America,40.761825,-74.025031,ok,http://www.level3.com,2.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/209,global,1,0
PDB-211,211,Singapore Open Exchange (SOX),noc@sox.net.sg,Other/Unknown,Singapore,,SG,Asia Pacific,1.297541,103.772471,ok,http://www.sox.net.sg,2.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/211,global,0,0
PDB-212,212,Spaanse Kubus Rotterdam,TCNPP,Other/Unknown,Rotterdam,,NL,Europe,51.930359,4.414322,ok,http://www.tcnpp.com/,16.0,2.0,1.0,PeeringDB,https://www.peeringdb.com/fac/212,global,0,0
PDB-213,213,Unilogic Networks Datacenter Sittard,Unilogic Networks B.V.,Other/Unknown,Sittard,Limburg,NL,Europe,50.995925,5.845593,ok,http://www.unilogicnetworks.net/,1.0,1.0,2.0,PeeringDB,https://www.peeringdb.com/fac/213,global,0,0
PDB-214,214,CE Colo Prague,CE Colo Czech s.r.o.,Other/Unknown,Prague,,CZ,Europe,50.060164,14.482978,ok,http://www.cecolo.com/,146.0,7.0,9.0,PeeringDB,https://www.peeringdb.com/fac/214,global,0,0
PDB-215,215,DC Tower Zizkov CRa,"Radiokomunikace, a.s.",Other/Unknown,Prague,Prague,CZ,Europe,50.08103,14.451122,ok,https://www.cra.cz,15.0,2.0,1.0,PeeringDB,https://www.peeringdb.com/fac/215,global,0,0
PDB-216,216,GTS Telehouse Prague,"GTS Novera, a.s.",Other/Unknown,Prague,,CZ,Europe,50.078094,14.475889,ok,http://www.gtsnovera.cz/,17.0,2.0,0.0,PeeringDB,https://www.peeringdb.com/fac/216,global,0,0
PDB-217,217,Pragonet Telehouse Prague,"T-Systems Pragonet, a.s.",Other/Unknown,Prague,,CZ,Europe,50.062152,14.428607,ok,http://www.pragonet.cz/,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/217,global,0,0
PDB-218,218,Arelion Dusseldorf DDF/B,Arelion,Other/Unknown,Düsseldorf,,DE,Europe,51.188,6.86608,ok,https://www.arelion.com/,13.0,2.0,2.0,PeeringDB,https://www.peeringdb.com/fac/218,global,0,0
PDB-219,219,Markley Group One Summer Street Boston,"Markley Group, LLC",Other/Unknown,Boston,MA,US,North America,42.354692,-71.060266,ok,http://www.markleygroup.com/,80.0,1.0,3.0,PeeringDB,https://www.peeringdb.com/fac/219,global,1,0
PDB-220,220,BCE Colocation Luxembourg,BCE,Other/Unknown,Luxembourg,Luxembourg,LU,Europe,49.637537,6.163425,ok,https://www.bce.lu,14.0,1.0,2.0,PeeringDB,https://www.peeringdb.com/fac/220,global,0,0
PDB-222,222,Telia Telehouse Copenhagen,Telia Company,Other/Unknown,Copenhagen,,DK,Europe,55.661921,12.377342,ok,http://www.telia.dk/,19.0,0.0,4.0,PeeringDB,https://www.peeringdb.com/fac/222,global,0,0
PDB-225,225,MEGA-i (iAdvantage Hong Kong),iAdvantage Hong Kong,Other/Unknown,Hong Kong,,HK,Asia Pacific,22.266098,114.246512,ok,http://www.iadvantage.net/,263.0,4.0,8.0,PeeringDB,https://www.peeringdb.com/fac/225,global,0,0
PDB-226,226,Digital Realty Marseille MRS1/2/3/4,Digital Realty,Digital Realty,Marseille,,FR,Europe,43.310818,5.373865,ok,https://www.interxion.com/,211.0,10.0,21.0,PeeringDB,https://www.peeringdb.com/fac/226,global,0,0
PDB-229,229,"Equinix PA1 - Paris, Roissy","Equinix, Inc.",Equinix,Roissy-en-France,Paris,FR,Europe,48.983691,2.507095,ok,https://www.equinix.com/locations/france-colocation/paris-data-centers/pa1/,7.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/229,global,0,0
PDB-230,230,Cogent Lille,"Cogent Communications, Inc.",Other/Unknown,Lille,,FR,Europe,50.63768,3.090551,ok,http://www.cogentco.com/htdocs/pops.php,7.0,1.0,3.0,PeeringDB,https://www.peeringdb.com/fac/230,global,0,0
PDB-231,231,Multicoms Paris (Velizy),MULTICOMS FACILITIES MANAGEMENT,Other/Unknown,Paris,,FR,Europe,48.785043,2.209917,ok,http://www.multicoms.net/content/view/12/58/,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/231,global,0,0
PDB-232,232,UltraEdge Bordeaux,UltraEdge,Other/Unknown,Bordeaux,,FR,Europe,44.889171,-0.557446,ok,https://www.ultraedge.com,28.0,1.0,6.0,PeeringDB,https://www.peeringdb.com/fac/232,global,0,0
PDB-233,233,UltraEdge Strasbourg,UltraEdge,Other/Unknown,Strasbourg,,FR,Europe,48.569149,7.781145,ok,https://www.ultraedge.com,40.0,2.0,4.0,PeeringDB,https://www.peeringdb.com/fac/233,global,0,0
PDB-234,234,Peace Communications  KNX1,Peace Communications (Formerly Nexus Group),Other/Unknown,Knoxville,TN,US,North America,35.965586,-83.921438,ok,http://www.peacecom.net,5.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/234,global,1,0
PDB-235,235,Mediagateway,Ericsson Broadcast Services Netherlands,Other/Unknown,Hilversum,NH,NL,Europe,52.241526,5.169722,ok,,26.0,1.0,6.0,PeeringDB,https://www.peeringdb.com/fac/235,global,0,0
PDB-236,236,"Digital Realty Amsterdam AMS1, AMS4",Digital Realty,Digital Realty,Amsterdam,,NL,Europe,52.399861,4.842597,ok,https://www.digitalrealty.com,7.0,0.0,2.0,PeeringDB,https://www.peeringdb.com/fac/236,global,0,0
PDB-238,238,NorthC Oude Meer,NorthC Datacenters,Other/Unknown,Oude Meer,Noord-Holland,NL,Europe,52.29257,4.788162,ok,https://www.northcdatacenters.com/,31.0,2.0,8.0,PeeringDB,https://www.peeringdb.com/fac/238,global,0,0
PDB-239,239,NorthC Aalsmeer,NorthC Datacenters,Other/Unknown,Aalsmeer,Noord-Holland,NL,Europe,52.259795,4.774186,ok,https://www.northcdatacenters.com/,6.0,1.0,5.0,PeeringDB,https://www.peeringdb.com/fac/239,global,0,0
PDB-241,241,UNITED COLO GmbH / NGZ-Server.de Coburg,UNITED COLO GmbH / NGZ-Server.de,Other/Unknown,Coburg,,DE,Europe,50.254995,10.95877,ok,http://www.unitedcolo.de,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/241,global,0,0
PDB-243,243,Pulsant Newcastle NE-1 (Central),Pulsant,Other/Unknown,Newcastle upon Tyne,,GB,Europe,54.972886,-1.603213,ok,http://www.pulsant.com/,6.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/243,global,0,0
PDB-245,245,InterDC Doetinchem,InterRacks,Other/Unknown,Doetinchem,Gelderland,NL,Europe,51.954184,6.300252,ok,https://www.interdc.nl/en/locations/doetinchem/,18.0,2.0,4.0,PeeringDB,https://www.peeringdb.com/fac/245,global,0,0
PDB-246,246,Looking Glass Networks NYC Node,Looking Glass Networks,Other/Unknown,New York,NY,US,North America,40.726019,-74.00536,ok,http://www.lglass.net,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/246,global,1,0
PDB-248,248,Level(3) London (Braham Street),Lumen Technologies Inc,Other/Unknown,London,,GB,Europe,51.513915,-0.0725,ok,http://www.level3.com,6.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/248,global,0,0
PDB-249,249,Level(3) Atlanta (Courtland),Lumen Technologies Inc,Other/Unknown,Atlanta,GA,US,North America,33.765138,-84.383731,ok,http://www.level3.com,3.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/249,global,1,0
PDB-250,250,Level(3) Chicago (Canal),Lumen Technologies Inc,Other/Unknown,Chicago,IL,US,North America,41.880436,-87.639611,ok,http://www.level3.com,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/250,global,1,1
PDB-252,252,Cogent Montpellier,"Cogent Communications, Inc.",Other/Unknown,Montpellier,,FR,Europe,43.60956,3.887893,ok,https://www.cogentco.com/en/network/service-locations,15.0,2.0,3.0,PeeringDB,https://www.peeringdb.com/fac/252,global,0,0
PDB-254,254,Redcentric London Data Centre,Redcentric PLC,Other/Unknown,London,,GB,Europe,51.522955,-0.082993,ok,https://www.redcentricplc.com/uk-data-centres/london-data-centre/,38.0,0.0,2.0,PeeringDB,https://www.peeringdb.com/fac/254,global,0,0
PDB-256,256,ServerCondo-219 Albuquerque,"IXNM, INC.",Other/Unknown,Albuquerque,NM,US,North America,35.084663,-106.650102,ok,http://www.ixnm.net,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/256,global,1,0
PDB-258,258,"STOKAB KN3, Kista",AB Stokab,Other/Unknown,Stockholm,,SE,Europe,59.405682,17.943347,ok,http://www.stokab.se/,5.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/258,global,0,0
PDB-259,259,MCI Stockholm (Kista),"Verizon Communications, Inc.",Other/Unknown,Stockholm,,SE,Europe,59.406342,17.953487,ok,http://www.verizonbusiness.com/se/,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/259,global,0,0
PDB-260,260,VIVI Vienna (Wien),KAPPER NETWORK-COMMUNICATIONS GmbH,Other/Unknown,Vienna,,AT,Europe,48.213465,16.356475,ok,https://kapper.net,8.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/260,global,0,0
PDB-261,261,Lumen Duesseldorf,Colt Technology Services Group,Other/Unknown,Düsseldorf,,DE,Europe,51.18875,6.86597,ok,http://www.lumen.com,0.0,0.0,2.0,PeeringDB,https://www.peeringdb.com/fac/261,global,0,0
PDB-262,262,NorthC Amsterdam 2,NorthC Datacenters,Other/Unknown,Amsterdam,Noord-Holland,NL,Europe,52.29643,4.94859,ok,https://www.northcdatacenters.com/,4.0,0.0,2.0,PeeringDB,https://www.peeringdb.com/fac/262,global,0,0
PDB-264,264,Cogent Nice,"Cogent Communications, Inc.",Other/Unknown,Nice,,FR,Europe,43.70338,7.259722,ok,http://www.cogentco.com,7.0,0.0,3.0,PeeringDB,https://www.peeringdb.com/fac/264,global,0,0
PDB-265,265,Cogent Antibes,"Cogent Communications, Inc.",Other/Unknown,Antibes,,FR,Europe,43.609448,7.073109,ok,http://www.cogentco.com,6.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/265,global,0,0
PDB-266,266,Cogent Toulouse,"Cogent Communications, Inc.",Other/Unknown,Toulouse,,FR,Europe,43.620447,1.423103,ok,http://www.cogentco.com,18.0,1.0,6.0,PeeringDB,https://www.peeringdb.com/fac/266,global,0,0
PDB-267,267,Citynet Columbus,Citynet,Other/Unknown,Columbus,OH,US,North America,39.968171,-82.994861,ok,http://www.citynet.net,3.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/267,global,1,0
PDB-268,268,Citynet Pittsburgh,Citynet,Other/Unknown,Pittsburgh,PA,US,North America,40.447383,-80.003614,ok,http://www.citynet.net,4.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/268,global,1,0
PDB-269,269,BUCH-Facility Bucharest,IPSERV,Other/Unknown,Bucharest,,RO,Europe,44.419772,26.115913,ok,http://www.ipserv.ro,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/269,global,0,0
PDB-271,271,Pulsant Edinburgh SC-1 (South Gyle),Pulsant,Other/Unknown,Edinburgh,,GB,Europe,55.930562,-3.295901,ok,https://www.pulsant.com/,36.0,1.0,0.0,PeeringDB,https://www.peeringdb.com/fac/271,global,0,0
PDB-273,273,Citynet Indianapolis,Citynet,Other/Unknown,Indianapolis,IN,US,North America,39.759534,-86.170711,ok,http://www.citynet.net,1.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/273,global,1,0
PDB-274,274,"WIIT Datacenter DUS1, DUS2, DUS3, DUS4, DUS6, DUS7","WIIT Group (IT, DE, CH)",Other/Unknown,Düsseldorf,NRW,DE,Europe,51.267301,6.81752,ok,http://www.wiit.cloud,101.0,7.0,5.0,PeeringDB,https://www.peeringdb.com/fac/274,global,0,0
PDB-275,275,PTOR1,1547 Critical Systems Realty,Other/Unknown,Portland,OR,US,North America,45.521366,-122.680792,ok,https://www.1547realty.com,69.0,2.0,3.0,PeeringDB,https://www.peeringdb.com/fac/275,global,1,0
PDB-277,277,NTT Frankfurt 1 Data Center (FRA1),NTT DATA's Global Data Centers division,Other/Unknown,Frankfurt,Hessen,DE,Europe,50.128192,8.601436,ok,https://datacenter.hello.global.ntt/en/location/frankfurt/frankfurt-1-data-center,142.0,8.0,15.0,PeeringDB,https://www.peeringdb.com/fac/277,global,0,0
PDB-278,278,Mobistar Nossegem fka Versatel Nossegem,Mobistar Enterprise Services NV,Other/Unknown,Nossegem,,BE,Europe,50.877572,4.503638,ok,http://corporate.mobistar.be,5.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/278,global,0,0
PDB-279,279,Centersquare New Jersey (EWR5),Centersquare,Other/Unknown,Secaucus,NJ,US,North America,40.78616,-74.06912,ok,https://centersquaredc.com/data-centers/new-york-new-jersey,17.0,2.0,2.0,PeeringDB,https://www.peeringdb.com/fac/279,global,1,0
PDB-280,280,Eircom Dublin (Citywest),eircom Ltd,Other/Unknown,Dublin,,IE,Europe,53.296287,-6.415382,ok,http://www.eir.ie,4.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/280,global,0,0
PDB-281,281,"Equinix BO1 - Boston, Waltham","Equinix, Inc.",Equinix,Waltham,MA,US,North America,42.395346,-71.269187,ok,http://www.equinix.com/,3.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/281,global,1,0
PDB-282,282,Equinix SG1 - Singapore,"Equinix, Inc.",Equinix,Singapore,,SG,Asia Pacific,1.295229,103.789842,ok,https://www.equinix.com/locations/singapore-colocation/singapore-data-center/sg1/,512.0,11.0,14.0,PeeringDB,https://www.peeringdb.com/fac/282,global,0,0
PDB-283,283,365 Data Centers Chicago (CH6),365 Data Centers,Other/Unknown,Chicago,IL,US,North America,41.876212,-87.631453,ok,https://www.365datacenters.com/chicago-data-center/,21.0,2.0,0.0,PeeringDB,https://www.peeringdb.com/fac/283,global,1,1
PDB-284,284,MCI/Verizon Brussels (Diegem) E,"Verizon Communications, Inc.",Other/Unknown,Machelen,Flanders,BE,Europe,50.885261,4.450532,ok,http://www.verizonbusiness.com/be,2.0,0.0,1.0,PeeringDB,https://www.peeringdb.com/fac/284,global,0,0
PDB-285,285,MCI/Verizon Brussels (Diegem) H,"Verizon Communications, Inc.",Other/Unknown,Brussels,,BE,Europe,50.885261,4.450532,ok,http://www.verizonbusiness.com/be,0.0,0.0,0.0,PeeringDB,https://www.peeringdb.com/fac/285,global,0,0
PDB-286,286,"CoreSite - Washington,DC (DC1)",CoreSite,Other/Unknown,Washington,DC,US,North America,38.902918,-77.029149,ok,http://www.coresite.com,16.0,3.0,3.0,PeeringDB,https://www.peeringdb.com/fac/286,global,1,0
